,Unnamed: 0,0,NAME,GEO_ID,DP03_0068E,DP03_0069E,DP03_0066E,DP03_0067E,DP03_0064E,DP03_0065E,DP03_0062E,DP03_0063E,DP03_0060E,DP03_0061E,DP03_0070E,DP03_0071E,DP03_0078E,DP03_0079E,DP03_0076E,DP03_0077E,DP03_0074E,DP03_0075E,DP03_0072E,DP03_0073E,DP03_0082E,DP03_0083E,DP03_0080E,DP03_0081E,DP03_0088E,DP03_0089E,DP03_0086E,DP03_0087E,DP03_0084E,DP03_0085E,DP03_0094E,DP03_0092E,DP03_0093E,DP03_0090E,DP03_0091E,DP03_0058E,DP03_0059E,DP03_0056E,DP03_0057E,DP03_0054E,DP03_0055E,DP03_0052E,DP03_0053E,DP03_0051E,state,place,CITY,STATE
80,81,81,"Kent city, Washington",1600000US5335415,6877,26935,12043,18754,37297,86803,70278,85376,3116,3027,3100,11836,3383,2425,960,467,8532,31791,1747,1815,4268,6364,2158,6333,29752,12512,77219,93120,2796,2637,51933,36572,53848,51055,58779,5365,8527,3907,8930,4836,3817,1958,820,44303,53,35415,Kent, Washington
81,82,82,"Kirkland city, Washington",1600000US5335940,3083,28610,6241,23778,31598,156760,119844,157711,5269,8594,482,8199,328,709,213,398,885,23198,126,-999999999,2514,4727,956,2391,62854,12127,139606,186195,3330,7632,76198,63029,93323,85824,99123,4450,6790,2123,4270,849,1434,607,939,35325,53,35940,Kirkland, Washington
82,83,83,"Tacoma city, Washington",1600000US5370000,13215,29811,22282,17285,69352,85676,63035,86731,5583,4945,4928,12120,3311,3540,1478,715,12997,50456,2649,3808,7457,11225,6310,8134,35326,35220,80748,100729,4310,3976,45914,40246,53486,47624,62633,10778,15105,12483,16620,6851,6594,4018,2699,85676,53,70000,Tacoma, Washington
83,84,84,"Ponce zona urbana, Puerto Rico",1600000US7263820,7498,24473,18217,13353,23562,31625,18345,29998,337,251,177,8089,5792,4352,6028,3572,21066,28296,14140,3305,1519,652,3428,2440,12793,16158,22265,34789,337,176,21998,15433,17542,12288,19910,1887,751,4616,2694,9711,5705,12150,6352,44454,72,63820,Ponce zona urbana, Puerto Rico
84,85,85,"Mobile city, Alabama",1600000US0150000,16731,19750,27436,18564,54482,62758,38643,59152,2103,2596,5306,8530,4974,4369,2654,2314,15907,41444,1041,1067,5244,4632,5610,7862,26634,38304,52514,73628,1733,2052,32885,30927,47512,26244,42529,8706,6585,11561,11988,11019,8616,9344,7230,79748,1,50000,Mobile, Alabama
85,86,86,"Glendale city, Arizona",1600000US0427820,13338,29186,25173,18825,68293,67379,54789,70587,3594,2770,5618,11220,4492,4924,2365,1597,12260,54918,3177,2448,9985,8247,7396,10489,24831,28955,66270,79692,3264,2159,36595,30166,42000,34937,47606,12463,10876,12180,15972,8405,9044,5123,3446,83873,4,27820,Glendale, Arizona
86,87,87,"Phoenix city, Arizona",1600000US0455000,75595,24644,139961,18635,485039,80358,57957,80246,32388,34373,27856,9596,27971,30183,15250,9209,68484,363791,11086,2271,54855,57697,48595,67699,29310,210854,67557,90214,25173,27159,39302,32310,42591,41306,57457,77548,79863,83454,105649,55265,53164,32603,20338,574645,4,55000,Phoenix, Arizona
87,88,88,"Scottsdale city, Arizona",1600000US0465000,21161,34288,37741,23219,87868,133143,88071,133662,11334,21535,1915,10259,1752,2963,1193,208,3837,64731,1335,1361,7145,12279,4673,8851,62815,52293,121047,173854,8142,17525,57749,51025,82660,60518,81795,14712,19399,11033,17085,6258,8251,4795,2622,117024,4,65000,Scottsdale, Arizona
88,89,89,"Alameda city, California",1600000US0600562,4666,42430,8324,19359,24939,138187,114750,133811,5045,6420,1207,14448,527,1051,782,151,1441,19696,344,5108,1732,3308,933,1883,54008,11028,140596,157536,3602,5727,72757,62208,82153,64418,85617,2313,5199,1896,4033,1735,2049,1430,604,30724,6,562,Alameda, California
89,90,90,"Anaheim city, California",1600000US0602000,13271,29641,22746,17929,87434,95206,76154,94601,10402,7684,5217,9872,4749,5775,2202,1786,12252,75637,2801,3528,11113,14892,7279,11855,29188,25910,83621,102158,9586,6400,40673,34126,46378,49986,64286,14245,19139,10660,16398,7274,8021,4134,3590,101547,6,2000,Anaheim, California
90,91,91,"Bakersfield city, California",1600000US0603526,17054,33565,30233,17163,99515,81681,60002,80540,7642,6760,7571,10026,7862,7701,5703,2439,20403,91454,7061,6717,10977,17004,12262,14871,26630,30161,65433,86804,6829,5806,40482,31527,48664,37086,53085,14170,20115,15935,20887,12473,11551,7812,4270,121615,6,3526,Bakersfield, California
91,92,92,"Castro Valley CDP, California",1600000US0611964,4762,36089,6430,20421,16303,148812,116325,150493,2439,5771,1101,15957,543,87,350,0,815,15614,482,5309,2106,2942,942,1342,50535,4757,143432,171012,1839,5463,71253,55309,90882,54298,75333,2618,3680,1270,1744,999,959,600,291,20371,6,11964,Castro Valley, California
92,93,93,"Compton city, California",1600000US0615044,1775,23817,6320,13217,19223,64867,50856,58938,925,229,2217,9345,2278,1782,1617,487,4545,19301,2067,4056,2759,2056,2751,4706,16145,5188,52700,59958,701,164,31652,30317,36426,23824,45033,3116,2661,2868,5590,3072,2280,2671,1077,24489,6,15044,Compton, California
93,94,94,"Escondido city, California",1600000US0622804,10036,27481,13444,17595,39671,85265,61070,80825,4047,3215,2124,9610,2443,3328,1355,858,6238,35243,911,4021,4957,5234,4318,6532,29226,16196,70049,92381,3176,3042,40008,31787,41990,40559,49871,6765,6945,6176,9687,3999,3913,4833,1859,51439,6,22804,Escondido, California
94,95,95,"Indio city, California",1600000US0636448,6219,32147,14038,19015,28230,64273,45272,61105,1678,1002,1982,8887,2766,1975,393,128,2682,21713,862,4642,4306,3037,2568,4339,28926,18924,66821,78897,1233,968,41161,30352,45440,26111,39467,5305,4290,4988,7091,6134,4040,3481,2628,40637,6,36448,Indio, California
95,96,96,"Madera city, California",1600000US0645022,1758,22686,4867,13473,14363,60832,44854,59267,326,615,1883,7510,1092,1374,981,1225,4062,13700,1776,3469,1351,1432,2639,3363,17470,4328,44683,53485,243,0,31807,25870,35745,32438,60785,2349,1806,3210,3426,1635,1608,1613,1440,18028,6,45022,Madera, California
96,97,97,"Manteca city, California",1600000US0645484,5659,30165,8955,18743,21332,83431,68379,86827,2549,1219,1517,10844,1289,1434,495,456,2658,20281,970,4164,3352,3985,2119,4313,29933,6770,75194,89278,1877,961,43217,36867,50595,48092,68066,3853,5039,3400,5300,2433,1948,630,680,27051,6,45484,Manteca, California
97,98,98,"Oceanside city, California",1600000US0653322,14395,34093,21126,18315,46341,89886,74387,93662,6287,4378,2170,9215,2898,2665,1349,319,3494,40978,1303,2786,5792,8067,4637,6022,33788,19559,85819,105092,5591,3638,41998,32398,51496,51818,62638,8199,11096,7409,10211,4524,4016,2281,2136,60537,6,53322,Oceanside, California
98,99,99,"San Bernardino city, California",1600000US0665000,8336,27846,13946,14938,47189,63796,49791,62478,2515,1695,5935,8421,3941,4702,3300,2051,13626,43838,4437,6133,5577,5536,6457,8883,18207,15134,52461,66625,1956,1435,33810,26280,38581,26211,40199,6813,6790,7324,11584,7043,6980,4276,3952,58972,6,65000,San Bernardino, California
99,100,100,"San Mateo city, California",1600000US0668252,5692,42534,10536,21237,31928,178849,131150,174786,5447,11830,1136,10965,742,562,227,513,588,25501,386,2756,2707,4405,1125,1804,67283,13450,153997,198999,4358,9058,87222,66979,101536,87184,118902,4769,6479,2099,3260,1194,1405,1408,1060,38951,6,68252,San Mateo, California
100,101,101,"Santa Rosa city, California",1600000US0670098,14619,30013,21873,19720,50627,88394,74774,88889,5468,4122,3821,8576,1793,2599,1520,304,3109,40096,1449,5402,5994,8861,4395,7329,34000,25491,83792,100688,3949,3352,44339,34340,50381,51402,63728,9882,13204,8444,10773,3765,4229,3444,2256,65587,6,70098,Santa Rosa, California
101,102,102,"Vacaville city, California",1600000US0681554,8538,39452,10548,20677,25798,108091,90673,109733,3034,4288,1000,9930,513,1502,803,329,1313,23773,874,3757,3343,4808,2345,3458,35976,8730,96792,120206,2699,3973,52796,45452,72175,66594,71552,4666,7190,2934,5595,1357,1463,1442,534,32503,6,81554,Vacaville, California
102,103,103,"Vista city, California",1600000US0682996,4450,25644,7398,17220,26710,87582,76889,91621,3364,1895,1487,9353,1809,1434,93,143,1930,22471,308,1897,3464,4725,2328,4321,29875,8110,82163,95565,2741,1413,41114,31829,41407,54105,73195,4370,5836,3030,6600,2072,1696,935,783,30581,6,82996,Vista, California
103,104,104,"Whittier city, California",1600000US0685292,4303,31390,6597,19565,23520,93410,81801,95626,2839,2036,1649,10310,825,907,280,259,1255,18771,492,-999999999,2974,4667,2388,2863,32575,8901,87390,106301,1870,1738,41823,38904,51411,37030,60334,3488,6404,3433,3523,2015,2145,976,813,27672,6,85292,Whittier, California
104,105,105,"Aurora city, Colorado",1600000US0804000,22048,25309,32321,18557,114585,78849,63128,81313,7545,7328,4624,9505,4233,7001,2711,1106,10576,87358,2729,2475,15422,16649,12360,15594,30792,45859,75864,90295,6295,5987,42835,33857,42849,42783,59011,20282,20917,19499,26018,10082,12068,6711,2767,133217,8,4000,Aurora, Colorado
105,106,106,"Centennial city, Colorado",1600000US0812815,6558,35214,9864,22844,33432,127750,110443,131519,5621,6092,573,11520,428,682,145,210,597,28904,127,-999999999,3747,7636,1692,3494,46983,9645,125226,148648,5161,5709,59202,48717,80983,63950,75398,5191,9639,2774,5625,1120,1526,486,475,38549,8,12815,Centennial, Colorado
106,107,107,"Waterbury city, Connecticut",1600000US0980000,6719,16731,14716,16619,31116,63778,41256,58382,1884,1085,2893,9094,2280,2585,1661,1198,14373,23716,2762,3644,2559,2771,4045,4039,24511,19178,50451,69563,1686,892,45350,32356,42260,31032,42362,4250,4181,6894,6377,5243,5467,3499,4014,42894,9,80000,Waterbury, Connecticut
107,108,108,"Hialeah city, Florida",1600000US1230000,8188,15106,24777,12993,56550,56882,38252,52178,1821,900,7113,7586,9715,8926,2910,1926,28873,55552,3812,1299,6259,4675,7544,11244,18790,17120,41867,55696,1565,788,25949,25096,32379,18089,31026,7196,5913,9189,14054,12230,9919,7647,3803,72672,12,30000,Hialeah, Florida
108,109,109,"Jupiter town, Florida",1600000US1235875,6216,37941,8698,23342,19091,129005,88384,133177,2030,4570,270,19520,604,505,161,43,471,16569,149,-999999999,2644,3225,1057,2551,54373,8991,104112,161704,1808,3971,50796,40350,53000,50652,78146,3320,4728,2435,4290,1389,1425,713,660,25560,12,35875,Jupiter, Florida
109,110,110,"Wellington village, Florida",1600000US1275812,3050,31468,5473,21105,17950,120064,98559,125352,2307,3510,418,8464,339,508,481,191,657,15908,429,3071,2233,3548,609,2689,42120,4579,108417,138204,2214,3096,50342,46508,76369,53455,71362,2546,4302,1169,3871,894,816,665,407,20487,12,75812,Wellington, Florida
110,111,111,"Albany city, Georgia",1600000US1301052,3593,21708,8855,15046,19791,44919,35575,43715,402,286,2828,8613,1230,1964,1899,779,7946,14742,104,-999999999,1332,1275,3469,2237,18132,12335,40357,52413,271,286,31567,24069,39162,22006,30663,1899,1515,5574,4144,3760,2728,4793,1976,27077,13,1052,Albany, Georgia
111,112,112,"Augusta-Richmond County consolidated government (balance), Georgia",1600000US1304204,11662,21014,22689,16255,49242,57154,39497,54930,1350,1448,5782,8683,3858,5568,2605,1818,11882,38322,1501,3090,5341,4130,5175,7416,22185,30481,50294,67593,1174,1237,31554,26174,36615,28720,37053,7541,5545,9333,12485,8583,9595,8280,4643,68803,13,4204,Augusta-Richmond County (balance), Georgia
112,113,113,"Macon-Bibb County, Georgia",1600000US1349008,10767,23938,20868,16475,40585,61228,40495,57834,1784,2006,5772,9469,4212,3167,3358,781,13233,34437,1727,1929,5083,4234,4029,6344,23403,23468,55071,71822,1514,1715,33062,26849,44839,25069,33938,6902,4952,7526,8454,7663,6965,7917,3736,57905,13,49008,Macon-Bibb County, Georgia
113,114,114,"Urban Honolulu CDP, Hawaii",1600000US1571550,25029,31629,44956,18763,98667,94690,71247,98410,10220,12451,5702,9808,3026,3631,2459,908,11562,74275,2954,5437,10589,15636,7201,12063,37284,50828,92833,120858,8639,10123,43855,37115,52196,42265,58696,15590,21037,14284,21127,9846,8866,8319,3363,125103,15,71550,Honolulu, Hawaii
114,115,115,"Waukegan city, Illinois",1600000US1779293,3308,20978,6044,16039,24296,61655,46220,61368,1073,426,1465,12588,2275,3120,719,571,4701,19248,554,-999999999,2264,2242,2296,4650,22397,9069,53966,67680,685,426,33972,28128,34200,34284,43139,3133,2906,3611,5907,3733,4481,2028,1019,28317,17,79293,Waukegan, Illinois
115,116,116,"Ankeny city, Iowa",1600000US1902305,4721,27707,6618,21631,22554,91806,74701,95556,2099,1986,636,11569,132,333,71,73,1052,16170,173,-999999999,2447,4650,731,3929,38576,9275,101624,119383,1818,1986,50317,45001,56157,44207,52836,3223,5290,3164,6281,915,1713,214,560,25445,19,2305,Ankeny, Iowa
116,117,117,"Baton Rouge city, Louisiana",1600000US2205000,15176,27010,23839,18381,64862,74080,42470,74897,4054,5298,5494,8016,5304,4475,2653,1381,15646,44929,732,3718,4477,6883,5975,6420,30692,40794,59392,90567,3383,3978,32242,26962,48088,30666,56482,7621,9450,12280,11241,11684,10295,9479,4321,85723,22,5000,Baton Rouge, Louisiana
117,118,118,"Lake Charles city, Louisiana",1600000US2241155,7487,26728,9867,15518,22831,66987,43546,62652,1272,1206,3048,7899,2384,1290,1081,593,5427,17486,1096,3439,1881,2881,2834,2567,27563,15495,58583,78260,1103,872,29907,30480,50065,29421,43164,2870,3300,4803,6005,5956,2858,2803,1908,32981,22,41155,Lake Charles, Louisiana
118,119,119,"Cambridge city, Massachusetts",1600000US2511000,3614,32798,8135,19936,39849,134609,106363,137377,4678,9915,1363,9253,650,1061,523,63,2169,20109,400,5142,1393,4506,1176,1967,56659,26274,124927,180458,2296,6474,68132,44835,80387,77382,101683,3821,10077,2892,5751,2853,1905,3280,1211,46383,25,11000,Cambridge, Massachusetts
119,120,120,"Worcester city, Massachusetts",1600000US2582000,8410,20920,18634,15100,52534,74541,46967,64503,3290,2784,7830,8804,3875,2992,2514,1376,15635,37274,4334,4510,3748,6397,4542,7342,26973,34414,59941,78217,2363,2125,42136,34572,47149,33373,45817,7325,8282,10113,12768,10138,5959,6621,4408,71688,25,82000,Worcester, Massachusetts
120,121,121,"Grand Rapids city, Michigan",1600000US2634000,11774,22704,20521,18654,59262,70543,51226,68530,2367,3201,5454,9085,3410,3866,2762,324,11280,42663,2622,3440,7045,6336,5727,9106,27044,32809,63211,79308,1842,2245,39410,30373,43455,38063,51501,9589,8770,12201,14797,7723,6692,7009,3123,75472,26,34000,Grand Rapids, Michigan
121,122,122,"Rochester Hills city, Michigan",1600000US2669035,5700,34054,9290,23542,22877,132907,97808,129580,3685,4366,790,9614,408,510,333,60,842,19421,242,-999999999,2898,4900,801,2108,49997,8904,126765,155764,3290,4113,65398,56622,90961,52537,71307,4415,5838,2159,3580,1804,1572,636,270,28325,26,69035,Rochester Hills, Michigan
122,123,123,"Blaine city, Minnesota",1600000US2706382,4005,25617,5377,22199,19117,104681,84907,102423,2399,1516,511,15778,194,684,464,196,1128,16101,659,4518,2940,4721,1432,2145,36604,6617,99973,114416,1963,1362,41885,41883,67156,54194,62719,4058,5364,2543,3676,888,953,518,803,22718,27,6382,Blaine, Minnesota
123,124,124,"Bloomington city, Minnesota",1600000US2706616,8085,27740,12565,20287,27342,96235,70177,94061,2373,3044,761,14976,769,1077,369,232,1298,20893,590,2375,3419,4680,2403,3523,41086,15118,92734,116566,1993,2428,48757,41891,55952,43773,59238,4454,6769,4842,6442,2867,2945,1377,898,36011,27,6616,Bloomington, Minnesota
124,125,125,"Plymouth city, Minnesota",1600000US2751730,5931,24624,7433,22193,26958,149790,106017,147638,4247,7329,451,8601,475,641,188,89,656,20844,283,1951,2587,3544,1448,1291,59838,11030,152559,186410,3627,6954,65994,56199,86586,56634,71637,4283,5306,3260,3040,1537,1985,480,407,31874,27,51730,Plymouth, Minnesota
125,126,126,"Kansas City city, Missouri",1600000US2938000,32795,23323,54860,18566,165988,77178,54372,74575,11790,9522,8943,9258,7715,10920,5237,2288,22230,110631,5134,2372,15144,20499,12262,19647,32108,96746,71542,91020,9351,7568,41530,36195,50422,38935,53247,23357,29901,28825,36218,21551,20448,15146,10619,207377,29,38000,Kansas City, Missouri
126,127,127,"Lee's Summit city, Missouri",1600000US2941348,9656,27570,12469,20586,29955,115603,85183,110446,3468,5110,691,12521,265,655,527,390,1244,27866,620,2439,3889,6997,2306,4828,42452,9892,104198,127412,3351,4658,54238,48496,72310,44797,57852,4961,7957,4059,6655,1906,1854,657,1131,37758,29,41348,Lee's Summit, Missouri
127,128,128,"Billings city, Montana",1600000US3006550,8516,21919,15028,18932,36584,72952,57692,73888,2609,1857,1695,10064,1802,1736,756,549,4525,26909,1649,3666,4699,4351,2552,6226,32532,20585,74447,97407,2500,1738,36811,32853,48082,32434,40862,6469,5498,6168,9961,5495,4455,3134,1848,47494,30,6550,Billings, Montana
128,129,129,"Sparks city, Nevada",1600000US3268400,7404,39666,12859,20462,30641,78998,68215,82310,2460,1530,1627,9214,1123,1079,1037,254,3301,26623,707,2388,4554,6201,3011,5898,31472,12392,79898,94656,2134,1332,41910,37329,55671,40660,49122,5761,7494,5347,8175,2659,2636,1927,1026,39015,32,68400,Sparks, Nevada
129,130,130,"Spring Valley CDP, Nevada",1600000US3268585,9849,26882,20296,18752,67938,72075,57398,72075,3781,3108,2758,11015,2721,5077,1652,1193,6941,49750,1774,2889,7787,6486,8655,10872,28820,31163,61993,79043,2986,2321,40996,34290,40642,42416,55409,11161,9207,13912,18700,4919,8907,4123,3095,80913,32,68585,Spring Valley, Nevada
130,131,131,"Union City city, New Jersey",1600000US3474630,1688,15984,5019,13350,20167,82622,51319,76379,820,1498,1222,7524,1755,1139,815,209,4712,15833,294,3935,1899,1934,3180,3208,26899,8056,53040,80587,645,1049,35140,30594,37193,37243,55598,2682,2587,4040,4899,3010,1839,1849,665,23889,34,74630,Union City, New Jersey
131,132,132,"Syracuse city, New York",1600000US3673000,7525,17906,14417,16544,39220,58620,37199,53558,1978,874,5682,8896,3107,4093,2926,1339,16023,27973,3051,2636,3674,2835,3315,4695,21556,25976,45105,64348,1309,680,41984,26162,41355,27280,39420,5038,4462,7843,8220,7083,6477,7096,4878,53949,36,73000,Syracuse, New York
132,133,133,"Durham city, North Carolina",1600000US3719000,15067,26271,22990,20676,95972,80412,54840,79811,6326,7828,3389,9490,4011,6258,2439,1808,10597,63636,1087,2372,9034,10729,6435,10379,33607,48706,76067,100136,5869,6674,45887,35337,51104,38817,50371,14072,14820,15275,19781,9554,13704,6496,4486,112342,37,19000,Durham, North Carolina
133,134,134,"Akron city, Ohio",1600000US3901000,14970,20266,26646,16138,64624,56710,41164,54509,2024,1450,7348,8261,4370,5450,3056,1925,19758,44571,6630,3569,5824,4889,6178,9679,24392,41402,52686,68140,1791,1409,36029,27428,41006,27211,37312,9636,7282,13079,15738,13105,9481,8771,5407,85973,39,1000,Akron, Ohio
134,135,135,"Knoxville city, Tennessee",1600000US4740000,11847,19159,21282,16808,62546,59329,40459,57485,1732,2822,4413,9419,4394,4352,2529,1912,13262,41031,3005,2539,5456,3973,5969,8353,26031,40894,53025,74156,1463,2630,35478,27270,38975,30774,39713,7294,6410,11982,15399,12764,10089,8352,5081,81925,47,40000,Knoxville, Tennessee
135,136,136,"Murfreesboro city, Tennessee",1600000US4751560,7277,18083,11456,20812,45824,74589,55162,75434,2429,1913,1145,6960,1436,2751,497,1130,4884,32294,430,-999999999,6972,6388,4064,5829,29376,21600,77136,85994,2252,975,36166,31404,50505,39182,57425,8581,7764,9688,10549,4397,4825,2086,1662,53894,47,51560,Murfreesboro, Tennessee
136,137,137,"Abilene city, Texas",1600000US4801000,7602,23097,11863,17949,34507,62295,46383,63957,1685,1296,1855,9365,2164,3113,1182,1119,6499,27392,748,1986,4510,4201,4549,4193,23479,15360,57711,75299,1289,1072,34002,26892,38628,31949,40576,5028,5050,7671,6639,4085,5560,2781,2957,42752,48,1000,Abilene, Texas
137,138,138,"Corpus Christi city, Texas",1600000US4817000,20156,22595,34308,17323,93858,77100,56602,75656,5043,5518,8831,8169,6684,6588,4290,3106,22486,78367,1846,2225,12257,13710,10055,12469,27729,38089,69004,86452,4320,4888,35626,32270,46484,38641,49082,16894,16580,17223,19488,11076,10796,7406,6432,116456,48,17000,Corpus Christi, Texas
