,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
499,"Cape Coral city, Florida",1600000US1210275,91717,91634,162295,91634,-888888888.0,83,70578,88343,3291,9511,6508,42914,41001,83107,42914,20301,15265,12,10275
500,"Hollywood city, Florida",1600000US1232000,86266,86266,127409,86266,-888888888.0,0,41143,80374,5892,8968,7048,39340,36565,61376,39340,19830,14968,12,32000
501,"Kissimmee city, Florida",1600000US1236950,39848,39780,60437,39780,-888888888.0,68,20589,36974,2806,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,12,36950
502,"Lakeland city, Florida",1600000US1238250,52602,52331,90960,52331,-888888888.0,271,38358,49945,2386,7792,5266,24873,23630,47820,24873,12843,8164,12,38250
503,"Palm Coast city, Florida",1600000US1254200,37880,37880,73556,37880,-888888888.0,0,35676,36572,1308,4076,2795,18028,17463,38274,18028,10438,7740,12,54200
504,"Poinciana CDP, Florida",1600000US1257900,27442,27442,51016,27442,-888888888.0,0,23574,26404,1038,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,12,57900
505,"Port Charlotte CDP, Florida",1600000US1258350,26787,26787,56525,26787,-888888888.0,0,29738,25477,1310,-999999999,-999999999,14325,14016,30620,14325,-999999999,-999999999,12,58350
506,"Riverview CDP, Florida",1600000US1260950,50762,50494,72566,50494,-888888888.0,268,21804,47117,3377,5824,4122,26104,24016,38829,26104,13555,10101,12,60950
507,"Tampa city, Florida",1600000US1271000,204752,202902,314824,202902,-888888888.0,1850,110072,191406,11496,30029,21899,96641,90535,164532,97100,52050,39171,12,71000
508,"The Villages CDP, Florida",1600000US1271625,11152,11152,80200,11152,-888888888.0,0,69048,11152,0,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,12,71625
509,"Arlington Heights village, Illinois",1600000US1702154,43071,42968,63796,42968,-888888888.0,103,20725,41813,1155,5187,3658,19771,19271,33468,19771,9479,7463,17,02154
510,"Bolingbrook village, Illinois",1600000US1707133,42093,42093,57203,42093,-888888888.0,0,15110,40562,1531,-999999999,-999999999,19718,19095,28938,19718,-999999999,-999999999,17,07133
511,"Cicero town, Illinois",1600000US1714351,40534,40533,61464,40533,-888888888.0,1,20930,39290,1243,6123,4490,18428,17812,32541,18428,16283,8612,17,14351
512,"Fort Wayne city, Indiana",1600000US1825000,137173,137173,204626,137173,-888888888.0,0,67453,129872,7301,24270,17409,68165,64375,107403,68165,39493,30393,18,25000
513,"Lafayette city, Indiana",1600000US1840788,38708,38674,57538,38674,-888888888.0,34,18830,36632,2042,6079,4426,17542,16180,29009,17542,8825,6624,18,40788
514,"Davenport city, Iowa",1600000US1919000,54185,54185,81324,54185,-888888888.0,0,27139,51122,3063,7256,6143,27281,25285,42114,27281,14566,13115,19,19000
515,"Louisville/Jefferson County metro government (balance), Kentucky",1600000US2148006,320933,320616,496867,320616,-888888888.0,317,175934,302591,18025,43784,31194,155685,146909,258725,155756,84599,64613,21,48006
516,"Baltimore city, Maryland",1600000US2404000,307604,306795,491977,306795,-888888888.0,809,184373,286050,20745,44802,32041,161498,149933,265773,161718,70716,50192,24,04000
517,"Frederick city, Maryland",1600000US2430325,39085,38637,56452,38637,-888888888.0,448,17367,37040,1597,5110,3465,18158,17436,28684,18158,10742,7872,24,30325
518,"Brockton city, Massachusetts",1600000US2509000,51535,51535,74472,51535,-888888888.0,0,22937,48173,3362,7440,6875,26020,24770,38607,26020,14928,13321,25,09000
519,"Fall River city, Massachusetts",1600000US2523000,42426,42426,71298,42426,-888888888.0,0,28872,39993,2433,7414,5552,22050,21020,38031,22050,11503,8365,25,23000
520,"Newton city, Massachusetts",1600000US2545560,48014,48014,72619,48014,-888888888.0,0,24605,46534,1480,4936,4410,23232,22620,38559,23232,13948,10157,25,45560
521,"Somerville city, Massachusetts",1600000US2562535,58275,58150,72501,58150,-888888888.0,125,14226,56454,1696,-999999999,-999999999,29016,28017,36414,29016,-999999999,-999999999,25,62535
522,"Springfield city, Massachusetts",1600000US2567000,65137,65137,120941,65137,-888888888.0,0,55804,59542,5595,11762,7354,33544,30784,63744,33544,23787,15891,25,67000
523,"Ann Arbor city, Michigan",1600000US2603000,66876,66876,107751,66876,-888888888.0,0,40875,63636,3240,5276,2923,32603,30801,54883,32603,10813,7576,26,03000
524,"Dearborn city, Michigan",1600000US2621000,39876,39876,71906,39876,-888888888.0,0,32030,36965,2911,7267,2329,16423,15211,36006,16423,18261,7349,26,21000
525,"Southfield city, Michigan",1600000US2674900,36191,36191,60783,36191,-888888888.0,0,24592,34671,1520,4630,3553,19527,18626,35061,19527,8988,7296,26,74900
526,"Westland city, Michigan",1600000US2686000,42141,42053,66545,42053,-888888888.0,88,24404,40304,1749,6404,4089,21696,20679,36957,21736,9855,6539,26,86000
527,"Eagan city, Minnesota",1600000US2717288,37927,37906,51760,37906,-888888888.0,21,13833,35870,2036,5662,4142,19120,18111,27323,19120,10174,8409,27,17288
528,"Minneapolis city, Minnesota",1600000US2743000,256787,256787,346099,256787,-888888888.0,0,89312,243648,13139,32505,25741,124178,117718,170834,124178,48764,38779,27,43000
529,"St. Charles city, Missouri",1600000US2964082,38880,38880,59622,38880,-888888888.0,0,20742,37786,1094,4802,3295,18363,18009,29849,18363,7041,5984,29,64082
530,"Las Vegas city, Nevada",1600000US3240000,316603,314436,508414,314436,-888888888.0,2167,191811,294935,19501,47917,30051,147767,139475,257352,148145,97566,67784,32,40000
531,"Paradise CDP, Nevada",1600000US3254600,133463,133321,203028,133321,-888888888.0,142,69565,125385,7936,12818,8910,59491,55919,98378,59491,27406,20323,32,54600
532,"Sunrise Manor CDP, Nevada",1600000US3271400,88380,88101,140373,88101,-888888888.0,279,51993,81676,6425,18792,11554,42567,39175,73318,42567,32123,22285,32,71400
533,"Rio Rancho city, New Mexico",1600000US3563460,48017,47526,77373,47526,-888888888.0,491,29356,44118,3408,5855,3641,22512,20777,40698,22849,16050,12634,35,63460
534,"Santa Fe city, New Mexico",1600000US3570500,43737,43737,71025,43737,-888888888.0,0,27288,41637,2100,4296,2208,21285,20159,37793,21285,10668,7571,35,70500
535,"Mount Vernon city, New York",1600000US3649121,36551,36551,54018,36551,-888888888.0,0,17467,33983,2568,3492,2293,20692,19682,31223,20692,10492,8092,36,49121
536,"Greenville city, North Carolina",1600000US3728080,50269,49838,77479,49838,-888888888.0,431,27210,45579,4259,4781,3237,26030,23881,43517,26030,12466,9682,37,28080
537,"Winston-Salem city, North Carolina",1600000US3775000,117966,117580,193270,117580,-888888888.0,386,75304,110786,6794,16957,11116,59109,55572,103663,59109,38671,27461,37,75000
538,"Fargo city, North Dakota",1600000US3825700,76612,76548,103068,76548,-888888888.0,64,26456,73949,2599,8903,7090,36184,35155,50191,36184,14162,10849,38,25700
539,"Norman city, Oklahoma",1600000US4052500,66093,66093,100537,66093,-888888888.0,0,34444,63383,2710,8374,5996,31266,30272,50837,31266,15387,10772,40,52500
540,"Philadelphia city, Pennsylvania",1600000US4260000,778281,777764,1274089,777764,-888888888.0,517,495808,714190,63574,115485,83778,399100,373545,681776,399100,202298,143986,42,60000
541,"Rock Hill city, South Carolina",1600000US4561405,37026,36872,58596,36872,-888888888.0,154,21570,34947,1925,-999999999,-999999999,18390,17556,33168,18390,-999999999,-999999999,45,61405
542,"Sioux Falls city, South Dakota",1600000US4659020,105248,104926,140658,104926,-888888888.0,322,35410,101977,2949,15374,12458,51192,49989,70955,51192,27226,23176,46,59020
543,"Clarksville city, Tennessee",1600000US4715160,78300,68882,120063,68882,-888888888.0,9418,41763,63883,4999,13888,8340,34713,32068,59036,35831,24828,18450,47,15160
544,"Amarillo city, Texas",1600000US4803000,101565,101488,150621,101488,-888888888.0,77,49056,97912,3576,17021,11723,47811,46181,78879,47856,35031,25268,48,03000
545,"Carrollton city, Texas",1600000US4813024,79124,79124,110211,79124,-888888888.0,0,31087,76066,3058,9154,6788,39352,38164,59472,39352,21485,16367,48,13024
546,"Garland city, Texas",1600000US4829000,128229,128089,188698,128089,-888888888.0,140,60469,121323,6766,19211,11712,60042,55923,97381,60042,39156,25135,48,29000
547,"Laredo city, Texas",1600000US4841464,110483,110483,184269,110483,-888888888.0,0,73786,104779,5704,26171,12618,48804,46757,94342,48804,53511,30760,48,41464
548,"Longview city, Texas",1600000US4843888,40238,40238,63346,40238,-888888888.0,0,23108,38129,2109,7379,5700,19489,18682,33078,19489,11710,9141,48,43888
549,"McKinney city, Texas",1600000US4845744,100251,100214,142691,100214,-888888888.0,37,42440,96848,3366,16288,11326,47510,45968,75830,47510,36004,24844,48,45744
550,"Mansfield city, Texas",1600000US4846452,41263,41037,55359,41037,-888888888.0,226,14096,39378,1659,5501,3591,-999999999,-999999999,-999999999,-999999999,15585,11917,48,46452
551,"Missouri City city, Texas",1600000US4848804,41868,41868,60856,41868,-888888888.0,0,18988,39019,2849,-999999999,-999999999,20385,19701,31674,20385,-999999999,-999999999,48,48804
552,"Temple city, Texas",1600000US4872176,35851,35504,58829,35504,-888888888.0,347,22978,33321,2183,8077,4876,16834,15722,31183,16834,10218,8093,48,72176
553,"Dale City CDP, Virginia",1600000US5121088,37823,37319,52358,37319,-888888888.0,504,14535,35479,1840,4834,3429,16718,15805,25159,16832,12945,10324,51,21088
554,"Virginia Beach city, Virginia",1600000US5182000,251888,229334,362105,229334,-888888888.0,22554,110217,219659,9675,31981,19141,113144,108773,185938,116677,63356,48186,51,82000
555,"Bellevue city, Washington",1600000US5305210,80510,80467,120636,80467,-888888888.0,43,40126,77425,3042,9965,5131,34921,33083,59697,34921,19846,11980,53,05210
556,"Green Bay city, Wisconsin",1600000US5531000,54510,54510,82269,54510,-888888888.0,0,27759,52990,1520,8413,6676,26034,25415,41005,26034,15982,11882,55,31000
557,"Waukesha city, Wisconsin",1600000US5584250,41142,41063,59484,41063,-888888888.0,79,18342,40064,999,5129,2826,19143,18938,30464,19143,9077,6430,55,84250
558,"Caguas zona urbana, Puerto Rico",1600000US7210334,30677,30629,62013,30629,-888888888.0,48,31336,26424,4205,2937,2648,15451,12759,34749,15451,8735,5888,72,10334
559,"Casas Adobes CDP, Arizona",1600000US0410670,38809,38630,62414,38630,-888888888.0,179,23605,36261,2369,4426,1917,-999999999,-999999999,-999999999,-999999999,10100,6701,04,10670
560,"Tempe city, Arizona",1600000US0473000,116095,116095,167413,116095,-888888888.0,0,51318,110673,5422,9925,6713,51640,48802,79174,51640,17094,12893,04,73000
561,"Fayetteville city, Arkansas",1600000US0523290,45656,45656,72683,45656,-888888888.0,0,27027,43717,1939,-999999999,-999999999,21511,20735,36867,21511,-999999999,-999999999,05,23290
562,"Little Rock city, Arkansas",1600000US0541000,105536,105222,158422,105222,-888888888.0,314,52886,100313,4909,13284,8785,50385,47792,82414,50605,27180,20196,05,41000
563,"North Little Rock city, Arkansas",1600000US0550450,31031,30746,51207,30746,-888888888.0,285,20176,29551,1195,4151,3008,14634,14327,27600,14634,11256,7634,05,50450
564,"Alhambra city, California",1600000US0600884,46124,46124,72616,46124,-888888888.0,0,26492,43887,2237,4913,2912,22136,20916,38072,22136,8406,6474,06,00884
565,"Arden-Arcade CDP, California",1600000US0602553,54194,54049,85485,54049,-888888888.0,145,31291,50825,3224,9101,4879,27858,26468,45715,27961,14998,8548,06,02553
566,"Clovis city, California",1600000US0614218,54796,54543,83500,54543,-888888888.0,253,28704,51531,3012,9341,6129,27477,26112,44289,27477,19755,14378,06,14218
567,"Downey city, California",1600000US0619766,59848,59848,90412,59848,-888888888.0,0,30564,56930,2918,6998,4585,26638,25203,45594,26638,16686,12125,06,19766
568,"Garden Grove city, California",1600000US0629000,91252,91252,141118,91252,-888888888.0,0,49866,87731,3521,10443,6737,40041,38674,69216,40041,23802,17608,06,29000
569,"Mission Viejo city, California",1600000US0648256,52994,52994,80814,52994,-888888888.0,0,27820,51141,1853,4375,3717,25521,24675,41801,25521,11931,9040,06,48256
570,"Moreno Valley city, California",1600000US0649270,100388,100280,157228,100280,-888888888.0,108,56840,91951,8329,17104,10078,45276,41254,80877,45298,40090,22352,06,49270
571,"Ontario city, California",1600000US0653896,97380,97324,141605,97324,-888888888.0,56,44225,92395,4929,11980,6984,42247,40309,70100,42303,28900,18229,06,53896
572,"Redlands city, California",1600000US0659962,36539,36539,57994,36539,-888888888.0,0,21455,34787,1752,4363,2164,18863,17901,31616,18863,9950,6086,06,59962
573,"Redondo Beach city, California",1600000US0660018,39459,39341,53696,39341,-888888888.0,118,14237,37983,1358,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,06,60018
574,"Roseville city, California",1600000US0662938,70624,70575,111184,70575,-888888888.0,49,40560,67678,2897,9222,5656,33458,31789,57360,33458,22923,17474,06,62938
575,"Santa Monica city, California",1600000US0670000,54426,54426,77587,54426,-888888888.0,0,23161,51654,2772,6534,4262,26915,25658,40207,26915,8083,4977,06,70000
576,"Stockton city, California",1600000US0675000,138548,138548,233360,138548,-888888888.0,0,94812,128717,9831,25436,16606,64098,58478,120946,64098,58053,37201,06,75000
577,"Thousand Oaks city, California",1600000US0678582,65603,65514,103707,65514,-888888888.0,89,38104,63109,2405,7979,5767,31697,30664,54719,31697,17492,12235,06,78582
578,"Tustin city, California",1600000US0680854,44858,44858,61759,44858,-888888888.0,0,16901,42447,2411,6923,4795,20356,18723,30902,20356,13298,10284,06,80854
579,"Broomfield city, Colorado",1600000US0809280,41195,41195,55648,41195,-888888888.0,0,14453,39905,1290,4621,4275,-999999999,-999999999,-999999999,-999999999,11211,7140,08,09280
580,"Danbury city, Connecticut",1600000US0918430,49003,49003,66998,49003,-888888888.0,0,17995,47067,1936,6000,4871,22337,21465,32693,22337,12846,10721,09,18430
581,"Boynton Beach city, Florida",1600000US1207875,42457,42457,66025,42457,-888888888.0,0,23568,39138,3319,-999999999,-999999999,20660,19012,35261,20660,-999999999,-999999999,12,07875
582,"Lauderhill city, Florida",1600000US1239550,36004,36004,54678,36004,-888888888.0,0,18674,33291,2713,5350,2549,17876,16520,28557,17876,13012,8398,12,39550
583,"Melbourne city, Florida",1600000US1243975,39057,39028,68160,39028,-888888888.0,29,29103,37638,1390,6135,4162,19475,18796,36184,19475,8724,4911,12,43975
584,"Spring Hill CDP, Florida",1600000US1268350,47580,47539,95769,47539,-888888888.0,41,48189,44047,3492,7061,4912,22266,21047,49620,22266,14988,10210,12,68350
585,"Town 'n' Country CDP, Florida",1600000US1272145,43208,43208,68159,43208,-888888888.0,0,24951,40003,3205,5446,3065,20869,19081,34169,20869,10099,7157,12,72145
586,"Meridian city, Idaho",1600000US1652120,57627,57558,79264,57558,-888888888.0,69,21637,54915,2643,8232,5744,-999999999,-999999999,-999999999,-999999999,21682,13830,16,52120
587,"Nampa city, Idaho",1600000US1656260,45509,45404,73160,45404,-888888888.0,105,27651,42801,2603,6735,4252,20895,19658,38061,21000,15453,10764,16,56260
588,"Aurora city, Illinois",1600000US1703012,112960,112886,154409,112886,-888888888.0,74,41449,107574,5312,16076,11114,54071,50930,78987,54137,41767,30987,17,03012
589,"Peoria city, Illinois",1600000US1759000,55694,55648,90091,55648,-888888888.0,46,34397,52124,3524,10824,7260,28461,26716,47487,28461,16640,13015,17,59000
590,"Schaumburg village, Illinois",1600000US1768003,40675,40637,56501,40637,-888888888.0,38,15826,39375,1262,8348,4864,18679,18100,30041,18679,10560,7948,17,68003
591,"Iowa City city, Iowa",1600000US1938595,44196,44196,66027,44196,-888888888.0,0,21831,42078,2118,-999999999,-999999999,20092,18862,32780,20092,-999999999,-999999999,19,38595
592,"Kansas City city, Kansas",1600000US2036000,75438,75377,115187,75377,-888888888.0,61,39749,70076,5301,14110,9231,33269,30162,58277,33269,26762,18623,20,36000
593,"Lawrence city, Kansas",1600000US2038900,59451,59357,83046,59357,-888888888.0,94,23595,56563,2794,5602,3957,28713,27534,41219,28713,9331,7961,20,38900
594,"Lawrence city, Massachusetts",1600000US2534550,41001,41001,59386,41001,-888888888.0,0,18385,36157,4844,6946,4366,20316,17816,31027,20316,15498,10859,25,34550
595,"Farmington Hills city, Michigan",1600000US2627440,45756,45756,69330,45756,-888888888.0,0,23574,44093,1663,-999999999,-999999999,21048,19937,35715,21048,-999999999,-999999999,26,27440
596,"Livonia city, Michigan",1600000US2649000,52830,52830,77145,52830,-888888888.0,0,24315,50652,2178,5680,4060,25135,24093,39462,25135,12966,9463,26,49000
597,"Wyoming city, Michigan",1600000US2688940,42895,42895,60526,42895,-888888888.0,0,17631,41103,1792,4976,4358,-999999999,-999999999,-999999999,-999999999,11304,8947,26,88940
598,"Jackson city, Mississippi",1600000US2836000,82428,82279,130251,82279,-888888888.0,149,47823,73619,8660,12626,8817,42411,39055,71548,42411,23715,19654,28,36000
599,"Columbia city, Missouri",1600000US2915670,69095,69095,102526,69095,-888888888.0,0,33431,65643,3452,6893,4727,37112,34946,54797,37112,14641,10141,29,15670
600,"Missoula city, Montana",1600000US3050200,46162,46162,62222,46162,-888888888.0,0,16060,45034,1128,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,30,50200
601,"Enterprise CDP, Nevada",1600000US3223770,107176,106687,144278,106687,-888888888.0,489,37102,101517,5170,16893,12600,50118,47849,72144,50118,27633,20069,32,23770
602,"Henderson city, Nevada",1600000US3231900,157196,156384,251408,156384,-888888888.0,812,94212,147777,8607,18281,12266,74022,70013,131351,74261,46149,34279,32,31900
603,"Clifton city, New Jersey",1600000US3413690,46598,46598,70877,46598,-888888888.0,0,24279,44343,2255,5373,2654,21403,20021,37278,21403,10309,8089,34,13690
604,"Toms River CDP, New Jersey",1600000US3473110,46487,46384,73675,46384,-888888888.0,103,27188,44338,2046,6154,3659,22304,21428,37722,22304,13285,10311,34,73110
605,"Cheektowaga CDP, New York",1600000US3615000,41110,40980,63029,40980,-888888888.0,130,21919,39771,1209,4051,2804,21063,20601,33933,21105,8082,6865,36,15000
606,"Yonkers city, New York",1600000US3684000,104804,104804,166588,104804,-888888888.0,0,61784,98773,6031,11743,8373,51436,48254,86829,51436,24728,19508,36,84000
607,"Asheville city, North Carolina",1600000US3702140,50830,50630,78580,50630,-888888888.0,200,27750,49583,1047,5533,4072,27001,26333,44210,27001,9285,6636,37,02140
608,"Concord city, North Carolina",1600000US3714100,48282,48282,74872,48282,-888888888.0,0,26590,45503,2779,5393,4458,22159,21249,38584,22159,16227,12291,37,14100
609,"Gastonia city, North Carolina",1600000US3725580,39524,39524,62858,39524,-888888888.0,0,23334,37594,1930,5264,3864,19270,18237,32993,19270,9723,7389,37,25580
610,"High Point city, North Carolina",1600000US3731400,57182,57094,91505,57094,-888888888.0,88,34323,53116,3978,8238,5364,28098,25889,49478,28186,15920,12384,37,31400
611,"Cleveland city, Ohio",1600000US3916000,182582,182475,310568,182475,-888888888.0,107,127986,161102,21373,26901,21074,91852,82780,158892,91929,49875,38619,39,16000
612,"Dayton city, Ohio",1600000US3921000,68569,68346,116766,68346,-888888888.0,223,48197,61149,7197,9187,7471,33679,30660,60017,33725,15377,11812,39,21000
613,"Lorain city, Ohio",1600000US3944856,29597,29597,50209,29597,-888888888.0,0,20612,28192,1405,5414,3558,14904,14610,27581,14904,9246,7179,39,44856
614,"Parma city, Ohio",1600000US3961000,45453,45453,65782,45453,-888888888.0,0,20329,43749,1704,5601,4108,21267,20438,33113,21267,8473,5778,39,61000
615,"Charleston city, South Carolina",1600000US4513330,81518,80589,118877,80589,-888888888.0,929,37359,77975,2614,10258,7137,41008,39550,63622,41269,13932,10664,45,13330
616,"Jackson city, Tennessee",1600000US4737640,32176,32176,52577,32176,-888888888.0,0,20401,29851,2325,5686,3489,17150,16450,28740,17150,9710,6879,47,37640
617,"Beaumont city, Texas",1600000US4807000,53098,52950,91334,52950,-888888888.0,148,38236,50736,2214,9470,5411,26494,24967,48090,26494,18816,11225,48,07000
618,"El Paso city, Texas",1600000US4824000,326970,318571,522472,318571,-888888888.0,8399,195502,297606,20965,54380,31257,151240,141322,270418,152350,115763,81030,48,24000
619,"Grand Prairie city, Texas",1600000US4830464,102472,102472,147899,102472,-888888888.0,0,45427,98543,3929,13823,7497,46438,44272,76409,46438,37179,22590,48,30464
620,"McAllen city, Texas",1600000US4845384,65964,65964,105846,65964,-888888888.0,0,39882,63710,2254,12642,8508,31775,30817,58106,31775,28007,19898,48,45384
621,"Pasadena city, Texas",1600000US4856000,76712,76712,113938,76712,-888888888.0,0,37226,70658,6054,14202,8167,32163,28594,56132,32163,28354,16624,48,56000
622,"Pearland city, Texas",1600000US4856348,63924,63832,94845,63832,-888888888.0,92,30921,61992,1840,11205,7628,-999999999,-999999999,-999999999,-999999999,21532,13689,48,56348
623,"Plano city, Texas",1600000US4858016,158804,158804,228239,158804,-888888888.0,0,69435,152576,6228,19284,10321,69384,65778,114970,69384,45706,28083,48,58016
624,"Rowlett city, Texas",1600000US4863572,39287,39287,52690,39287,-888888888.0,0,13403,36762,2525,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,48,63572
625,"San Antonio city, Texas",1600000US4865000,767402,761609,1193955,761609,-888888888.0,5793,426553,716405,45204,123086,79303,353635,332742,606300,354980,239259,159069,48,65000
626,"The Woodlands CDP, Texas",1600000US4872656,51369,51267,81688,51267,-888888888.0,102,30319,49140,2127,5909,2795,-999999999,-999999999,-999999999,-999999999,22296,13172,48,72656
627,"Chesapeake city, Virginia",1600000US5116000,125191,117970,189761,117970,-888888888.0,7221,64570,113366,4604,17736,11059,57627,55703,97830,58523,37747,27412,51,16000
628,"Roanoke city, Virginia",1600000US5168000,50796,50617,79177,50617,-888888888.0,179,28381,46948,3669,9112,5579,24767,22859,42888,24884,12568,9228,51,68000
629,"Everett city, Washington",1600000US5322640,64453,62426,90910,62426,-888888888.0,2027,26457,60030,2396,8359,6478,28310,27490,43567,28600,12976,10164,53,22640
630,"Madison city, Wisconsin",1600000US5548000,156563,156232,219132,156232,-888888888.0,331,62569,153217,3015,15728,11686,76886,75447,111537,77011,26046,20203,55,48000
